Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
0,B1 SH,ALEXANDER D,2950,57.85,0.551,4.7,9.525,,1,0.344
0,B1 SH,ALEXANDER D,2950.5,59.87,0.531,5.0,9.17,,1,0.313
0,B1 SH,ALEXANDER D,2951,63.55,0.512,7.2,9.93,,1,0.281
0,B1 SH,ALEXANDER D,2951.5,69.27,0.496,8.1,11.3,,1,0.25
0,B1 SH,ALEXANDER D,2952,79.55,0.473,8.2,13.005,,1,0.219
0,B1 SH,ALEXANDER D,2952.5,84.75,0.447,10.1,13.945,,1,0.188
0,B1 SH,ALEXANDER D,2953,86.1,0.438,11.6,14.59,,1,0.156
0,B1 SH,ALEXANDER D,2953.5,87.01,0.464,12.1,15.205,,1,0.125
1,B1 SH,ALEXANDER D,2954,87.46,0.614,6.2,18.555,,1,0.094
1,B1 SH,ALEXANDER D,2954.5,85.24,0.667,6.9,19.51,,1,0.063
1,B1 SH,ALEXANDER D,2955,78.97,0.721,8.5,20.405,,1,0.031
0,B1 SH,ALEXANDER D,2955.5,78.97,0.721,8.5,20.405,,1,0.031
1,B2 SH,ALEXANDER D,2966.5,81.13,0.697,7.0,7.925,,1,1
1,B2 SH,ALEXANDER D,2967,88.32,0.68,9.6,11.79,,1,0.957
1,B2 SH,ALEXANDER D,2967.5,90.49,0.663,7.7,13.675,,1,0.913
1,B2 SH,ALEXANDER D,2968,90.26,0.638,7.0,14.01,,1,0.87
1,B2 SH,ALEXANDER D,2968.5,89.38,0.61,6.9,13.45,,1,0.826
1,B2 SH,ALEXANDER D,2969,88.92,0.561,8.6,12.73,,1,0.783
1,B2 SH,ALEXANDER D,2969.5,89.37,0.5,9.8,12.52,,1,0.739
1,B2 SH,ALEXANDER D,2970,92.6,0.418,9.4,13.625,,1,0.696
1,B2 SH,ALEXANDER D,2970.5,101.17,0.384,10.2,14.655,,1,0.652
1,B2 SH,ALEXANDER D,2971,110.95,0.352,12.7,16.07,,1,0.609
1,B2 SH,ALEXANDER D,2971.5,112.65,0.344,16.5,18.115,,1,0.565
1,B2 SH,ALEXANDER D,2972,113.04,0.378,15.5,19.145,,1,0.522
1,B2 SH,ALEXANDER D,2972.5,112.5,0.413,8.1,22.875,,1,0.478
1,B2 SH,ALEXANDER D,2973,109.7,0.449,6.5,22.745,,1,0.435
1,B2 SH,ALEXANDER D,2973.5,105.04,0.473,6.4,22.595,,1,0.391
1,B2 SH,ALEXANDER D,2974,98.57,0.497,6.3,22.305,,1,0.348
1,B2 SH,ALEXANDER D,2974.5,88.41,0.509,5.3,18.38,,1,0.304
0,B2 SH,ALEXANDER D,2975,81.26,0.519,4.0,15.185,,1,0.261
0,B2 SH,ALEXANDER D,2975.5,77.18,0.521,2.7,14.155,,1,0.217
0,B2 SH,ALEXANDER D,2976,73.22,0.524,0.1,13.19,,1,0.174
0,B2 SH,ALEXANDER D,2976.5,69.67,0.56,-4.4,15.205,,1,0.13
1,B2 SH,ALEXANDER D,2977,64.08,0.618,-4.7,20.42,,1,0.087
1,B2 SH,ALEXANDER D,2977.5,58.49,0.679,-1.4,20.12,,1,0.043
1,B3 SH,ALEXANDER D,2988,94.42,0.33,8.8,18.165,,1,1
1,B3 SH,ALEXANDER D,2988.5,100.7,0.31,5.9,23.165,,1,0.963
1,B3 SH,ALEXANDER D,2989,103.11,0.292,7.3,22.76,,1,0.926
1,B3 SH,ALEXANDER D,2989.5,104.14,0.312,6.4,21.565,,1,0.889
1,B3 SH,ALEXANDER D,2990,102.97,0.324,5.0,20.26,,1,0.852
1,B3 SH,ALEXANDER D,2990.5,99,0.346,4.1,19.565,,1,0.815
1,B3 SH,ALEXANDER D,2991,96.66,0.369,3.5,19.015,,1,0.778
1,B3 SH,ALEXANDER D,2991.5,94.79,0.393,9.2,15.415,,1,0.741
0,B3 SH,ALEXANDER D,2992,82.52,0.428,7.9,15.64,,1,0.704
0,B3 SH,ALEXANDER D,2992.5,77.61,0.456,2.6,13.58,,1,0.667
0,B3 SH,ALEXANDER D,2993,75.55,0.494,2.7,12,,1,0.63
0,B3 SH,ALEXANDER D,2993.5,74.77,0.537,3.5,11.51,,1,0.593
0,B3 SH,ALEXANDER D,2994,76.3,0.569,5.2,12.03,,1,0.556
0,B3 SH,ALEXANDER D,2994.5,79.38,0.606,4.8,13.775,,1,0.519
0,B3 SH,ALEXANDER D,2995,80.76,0.638,4.4,14.53,,1,0.481
0,B3 SH,ALEXANDER D,2995.5,80.75,0.655,4.2,13.82,,1,0.444
0,B3 SH,ALEXANDER D,2996,78.97,0.67,4.0,11.185,,1,0.407
0,B3 SH,ALEXANDER D,2996.5,74.62,0.661,4.2,10.615,,1,0.37
0,B3 SH,ALEXANDER D,2997,72.21,0.643,3.7,10.69,,1,0.333
0,B3 SH,ALEXANDER D,2997.5,72.65,0.624,2.6,11.085,,1,0.296
0,B3 SH,ALEXANDER D,2998,78.02,0.604,2.9,11.185,,1,0.259
0,B3 SH,ALEXANDER D,2998.5,83.45,0.589,5.3,11.95,,1,0.222
0,B3 SH,ALEXANDER D,2999,84.37,0.571,7.1,12.69,,1,0.185
0,B3 SH,ALEXANDER D,2999.5,76.3,0.563,8.1,12.975,,1,0.148
1,B3 SH,ALEXANDER D,3000,67.17,0.616,9.0,13.23,,1,0.111
1,B3 SH,ALEXANDER D,3000.5,58.04,0.69,9.3,12.135,,1,0.074
1,B3 SH,ALEXANDER D,3001,47.67,0.749,8.3,9.755,,1,0.037
1,B3 SH,ALEXANDER D,3001.5,36.2,0.787,5.0,8.545,,1,0
0,B4 SH,ALEXANDER D,3003.5,38.89,0.784,5.1,8.17,,1,1
0,B4 SH,ALEXANDER D,3004,50.61,0.766,5.6,7.995,,1,0.958
0,B4 SH,ALEXANDER D,3004.5,59.35,0.747,5.1,8.205,,1,0.917
0,B4 SH,ALEXANDER D,3005,64.74,0.728,4.5,8.505,,1,0.875
0,B4 SH,ALEXANDER D,3005.5,71.24,0.707,4.0,8.925,,1,0.833
0,B4 SH,ALEXANDER D,3006,72.62,0.685,4.3,9.675,,1,0.792
0,B4 SH,ALEXANDER D,3006.5,77.63,0.661,4.8,10.675,,1,0.75
0,B4 SH,ALEXANDER D,3007,84.78,0.617,4.8,11.425,,1,0.708
0,B4 SH,ALEXANDER D,3007.5,88.14,0.589,5.0,11.935,,1,0.667
0,B4 SH,ALEXANDER D,3008,89.78,0.554,5.3,12.21,,1,0.625
0,B4 SH,ALEXANDER D,3008.5,86.7,0.52,4.8,11.29,,1,0.583
0,B4 SH,ALEXANDER D,3009,78.2,0.493,4.9,10.755,,1,0.542
0,B4 SH,ALEXANDER D,3009.5,73.68,0.47,4.4,10.79,,1,0.5
0,B4 SH,ALEXANDER D,3010,72.57,0.456,3.7,11.08,,1,0.458
0,B4 SH,ALEXANDER D,3010.5,77.21,0.444,3.5,11.495,,1,0.417
0,B4 SH,ALEXANDER D,3011,81.84,0.444,3.6,11.985,,1,0.375
0,B4 SH,ALEXANDER D,3011.5,83.79,0.438,4.0,12.38,,1,0.333
0,B4 SH,ALEXANDER D,3012,84.57,0.438,4.3,12.78,,1,0.292
0,B4 SH,ALEXANDER D,3012.5,85.68,0.431,4.4,13.26,,1,0.25
0,B4 SH,ALEXANDER D,3013,86.46,0.431,5.2,14.46,,1,0.208
0,B4 SH,ALEXANDER D,3013.5,86.45,0.431,7.0,16.615,,1,0.167
0,B4 SH,ALEXANDER D,3014,85.52,0.431,9.1,17.94,,1,0.125
0,B4 SH,ALEXANDER D,3014.5,65.56,0.441,9.3,18.225,,1,0.083
0,B4 SH,ALEXANDER D,3015,43.49,0.549,6.3,17.055,,1,0.042
1,B5 SH,ALEXANDER D,3018.5,83.21,0.594,14.4,19.345,,1,1
1,B5 SH,ALEXANDER D,3019,91.02,0.494,13.3,21.48,,1,0.875
1,B5 SH,ALEXANDER D,3019.5,95.68,0.378,9.7,22.44,,1,0.75
1,B5 SH,ALEXANDER D,3020,98.58,0.356,9.4,23.4,,1,0.625
1,B5 SH,ALEXANDER D,3020.5,97.21,0.33,11.6,24.03,,1,0.5
1,B5 SH,ALEXANDER D,3021,94.91,0.318,12.9,23.59,,1,0.375
1,B5 SH,ALEXANDER D,3021.5,90.57,0.312,12.3,23.56,,1,0.25
1,B5 SH,ALEXANDER D,3022,81.18,0.324,11.1,23.74,,1,0.125
1,C SH,ALEXANDER D,3037.5,99.93,0.377,13.0,19.93,,1,1
1,C SH,ALEXANDER D,3038,107.9,0.35,10.7,23.79,,1,0.981
1,C SH,ALEXANDER D,3038.5,109.79,0.338,10.3,24.205,,1,0.962
1,C SH,ALEXANDER D,3039,107.46,0.338,8.9,23.415,,1,0.943
1,C SH,ALEXANDER D,3039.5,104.2,0.364,8.8,21.355,,1,0.925
1,C SH,ALEXANDER D,3040,100.89,0.403,8.5,19.2,,1,0.906
1,C SH,ALEXANDER D,3040.5,96.81,0.436,9.1,18.54,,1,0.887
1,C SH,ALEXANDER D,3041,93.52,0.45,10.1,18.555,,1,0.868
1,C SH,ALEXANDER D,3041.5,91.17,0.464,9.5,19.16,,1,0.849
1,C SH,ALEXANDER D,3042,91.16,0.48,7.0,20.555,,1,0.83
1,C SH,ALEXANDER D,3042.5,91.16,0.498,7.0,20.82,,1,0.811
1,C SH,ALEXANDER D,3043,90.22,0.511,9.2,20.195,,1,0.792
1,C SH,ALEXANDER D,3043.5,88.76,0.513,11.7,19.065,,1,0.774
1,C SH,ALEXANDER D,3044,87.23,0.525,10.5,18.955,,1,0.755
1,C SH,ALEXANDER D,3044.5,86.48,0.528,7.5,19.295,,1,0.736
0,C SH,ALEXANDER D,3045,86.01,0.528,4.6,19.375,,1,0.717
0,C SH,ALEXANDER D,3045.5,86.01,0.522,5.6,17.82,,1,0.698
0,C SH,ALEXANDER D,3046,86,0.516,8.9,15.975,,1,0.679
0,C SH,ALEXANDER D,3046.5,87.85,0.516,12.0,14.545,,1,0.66
0,C SH,ALEXANDER D,3047,90.4,0.522,13.0,14.125,,1,0.642
0,C SH,ALEXANDER D,3047.5,92.34,0.56,13.1,13.93,,1,0.623
0,C SH,ALEXANDER D,3048,93.96,0.592,12.6,13.6,,1,0.604
0,C SH,ALEXANDER D,3048.5,94.35,0.607,11.9,13.58,,1,0.585
0,C SH,ALEXANDER D,3049,93.85,0.607,11.0,13.95,,1,0.566
0,C SH,ALEXANDER D,3049.5,92.45,0.607,9.3,14.73,,1,0.547
0,C SH,ALEXANDER D,3050,91.43,0.613,10.0,14.335,,1,0.528
0,C SH,ALEXANDER D,3050.5,90.38,0.603,10.8,13.985,,1,0.509
0,C SH,ALEXANDER D,3051,91.31,0.592,11.9,14.05,,1,0.491
0,C SH,ALEXANDER D,3051.5,94.47,0.582,12.7,14.2,,1,0.472
0,C SH,ALEXANDER D,3052,95.67,0.575,13.6,14.39,,1,0.453
0,C SH,ALEXANDER D,3052.5,95.66,0.584,13.7,14.61,,1,0.434
0,C SH,ALEXANDER D,3053,94.72,0.593,13.2,14.95,,1,0.415
0,C SH,ALEXANDER D,3053.5,93.76,0.588,11.4,14.8,,1,0.396
0,C SH,ALEXANDER D,3054,91.57,0.581,10.6,14.75,,1,0.377
0,C SH,ALEXANDER D,3054.5,88.82,0.581,11.3,13.885,,1,0.358
0,C SH,ALEXANDER D,3055,88.2,0.575,11.2,13.455,,1,0.34
0,C SH,ALEXANDER D,3055.5,89.12,0.568,11.1,13.295,,1,0.321
0,C SH,ALEXANDER D,3056,89.11,0.562,11.4,13.205,,1,0.302
0,C SH,ALEXANDER D,3056.5,89.68,0.559,11.8,14.08,,1,0.283
0,C SH,ALEXANDER D,3057,95.2,0.553,9.3,15.595,,1,0.264
0,C SH,ALEXANDER D,3057.5,100.38,0.533,7.0,16.775,,1,0.245
0,C SH,ALEXANDER D,3058,100.69,0.502,5.6,17.655,,1,0.226
0,C SH,ALEXANDER D,3058.5,101.17,0.48,9.3,17.035,,1,0.208
0,C SH,ALEXANDER D,3059,105.79,0.45,13.6,17.85,,1,0.189
1,C SH,ALEXANDER D,3059.5,110.42,0.431,14.7,18.84,,1,0.17
1,C SH,ALEXANDER D,3060,115.02,0.408,15.2,19.66,,1,0.151
1,C SH,ALEXANDER D,3060.5,118.87,0.394,12.1,20.855,,1,0.132
1,C SH,ALEXANDER D,3061,120.98,0.389,8.0,20.965,,1,0.113
1,C SH,ALEXANDER D,3061.5,120.17,0.382,8.7,19.085,,1,0.075
1,C SH,ALEXANDER D,3062,118.88,0.384,10.7,19.515,,1,0.057
1,C SH,ALEXANDER D,3062.5,117.37,0.407,9.4,20.135,,1,0.038
1,C SH,ALEXANDER D,3063,112.94,0.438,7.4,21.47,,1,0.019
0,C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,,1,0.224
0,C LM,ALEXANDER D,3110,105.12,0.489,18.2,16.625,,1,0.216
0,C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,,1,0.207
0,C LM,ALEXANDER D,3111,103.88,0.393,14.7,18.785,,1,0.198
0,C LM,ALEXANDER D,3111.5,97.63,0.356,11.6,18.98,,1,0.19
0,A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1
0,A1 SH,SHANKLE,2775,97.57,0.631,7.9,16.745,3.2,1,0.984
0,A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968
0,A1 SH,SHANKLE,2776,85.92,0.597,13.0,13.385,3.4,1,0.952
0,A1 SH,SHANKLE,2776.5,83.16,0.592,12.3,13.345,3.4,1,0.935
0,A1 SH,SHANKLE,2777,82.56,0.599,12.9,13.105,3.5,1,0.919
0,A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14,3.3,1,0.903
0,A1 SH,SHANKLE,2778,84.26,0.62,12.8,13.685,3.3,1,0.887
0,A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871
0,A1 SH,SHANKLE,2779,80.95,0.629,13.0,13.975,3.2,1,0.855
0,A1 SH,SHANKLE,2779.5,79.07,0.629,13.0,14.235,3.2,1,0.839
0,A1 SH,SHANKLE,2780,75.31,0.626,11.4,13.17,3.2,1,0.823
0,A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3.0,1,0.806
0,A1 SH,SHANKLE,2781,69.16,0.626,9.0,11.805,3.0,1,0.79
0,A1 SH,SHANKLE,2781.5,69.03,0.624,10.0,11.72,3.2,1,0.774
0,A1 SH,SHANKLE,2782,64.95,0.622,10.1,11.75,3.4,1,0.758
0,A1 SH,SHANKLE,2782.5,78.95,0.607,12.0,12.155,3.4,1,0.742
0,A1 SH,SHANKLE,2783,82.36,0.58,11.7,12.955,3.2,1,0.726
0,A1 SH,SHANKLE,2783.5,80.27,0.543,11.1,12.865,3.1,1,0.71
0,A1 SH,SHANKLE,2784,78.87,0.507,8.5,12.23,2.9,1,0.694
0,A1 SH,SHANKLE,2784.5,66.38,0.473,6.2,11.89,2.8,1,0.677
0,A1 SH,SHANKLE,2798,87.45,0.396,6.0,20.265,2.6,1,0.242
0,A1 SH,SHANKLE,2798.5,84.45,0.405,3.2,16.485,2.8,1,0.226
0,A1 SH,SHANKLE,2802,86.72,0.396,7.6,28.165,2.4,1,0.113
0,A1 SH,SHANKLE,2802.5,73.95,0.384,3.9,26.97,2.5,1,0.097
0,A1 SH,SHANKLE,2803,59.22,0.382,2.1,20.215,3.0,1,0.081
0,A1 SH,SHANKLE,2803.5,70.19,0.389,4.4,16.27,3.2,1,0.065
0,A1 SH,SHANKLE,2804,71.73,0.423,18.6,22.62,2.5,1,0.048
0,A1 SH,SHANKLE,2804.5,75.15,0.494,16.4,33.13,2.1,1,0.032
1,A1 SH,SHANKLE,2805,75.28,0.572,1.7,36.13,1.9,1,0.016
1,A1 SH,SHANKLE,2805.5,46.04,0.645,-17.8,28.075,2.3,1,0.01
1,B1 SH,SHANKLE,2826.5,76.2,0.688,3.9,16.375,2.8,1,1
1,B1 SH,SHANKLE,2827,72.8,0.626,-14.8,30.425,2.4,1,0.98
1,B1 SH,SHANKLE,2827.5,72.87,0.582,-19.0,39.125,2.1,1,0.959
1,B1 SH,SHANKLE,2828,72.37,0.553,-16.2,45.275,2.0,1,0.939
1,B1 SH,SHANKLE,2828.5,78.74,0.531,-8.6,44.37,2.1,1,0.918
1,B1 SH,SHANKLE,2829,79.41,0.513,-10.2,43.805,2.2,1,0.898
1,B1 SH,SHANKLE,2829.5,83.27,0.493,-6.5,39.435,2.6,1,0.878
1,B1 SH,SHANKLE,2830,85.55,0.48,0.2,34.29,2.6,1,0.857
1,B1 SH,SHANKLE,2830.5,87.65,0.477,6.5,33.645,2.5,1,0.837
1,B1 SH,SHANKLE,2831,85.37,0.486,-1.7,35.66,2.3,1,0.816
1,B1 SH,SHANKLE,2831.5,82.87,0.515,-4.1,36.645,2.5,1,0.796
1,B1 SH,SHANKLE,2832,81.99,0.567,-3.2,32.775,2.3,1,0.776
1,B1 SH,SHANKLE,2832.5,78.95,0.625,-7.9,31.68,2.4,1,0.755
1,B1 SH,SHANKLE,2833,72.05,0.684,-14.4,28.625,2.3,1,0.735
1,B1 SH,SHANKLE,2833.5,71.81,0.736,-14.8,24.055,3.4,1,0.714
1,B1 SH,SHANKLE,2834,57.61,0.772,2.6,12.49,4.2,1,0.694
1,B1 SH,SHANKLE,2834.5,54.12,0.809,7.8,8.38,4.2,1,0.673
1,B1 SH,SHANKLE,2835,53.58,0.863,6.8,8.2,4.2,1,0.653
1,B1 SH,SHANKLE,2835.5,61.12,0.901,7.1,8.695,4.0,1,0.633
1,B1 SH,SHANKLE,2836,61.73,0.916,8.0,9.35,4.0,1,0.612
1,B1 SH,SHANKLE,2836.5,62.92,0.921,8.4,9.06,3.8,1,0.592
0,B1 SH,SHANKLE,2837,66.91,0.912,6.2,8.57,3.6,1,0.571
0,B1 SH,SHANKLE,2837.5,66.22,0.893,4.0,7.775,3.4,1,0.551
1,B1 SH,SHANKLE,2848,80.39,0.491,2.7,20.055,2.5,1,0.122
1,B1 SH,SHANKLE,2848.5,79.08,0.508,-4.0,19.3,2.4,1,0.102
1,B1 SH,SHANKLE,2849,78.83,0.517,-4.1,15.79,3.1,1,0.082
1,B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061
1,B1 SH,SHANKLE,2850,83.28,0.55,1.2,25.065,2.1,1,0.041
1,B1 SH,SHANKLE,2850.5,76.44,0.597,-19.9,49.715,1.8,1,0.02
1,B2 SH,SHANKLE,2857.5,45.45,0.732,-15.7,31.775,1.8,1,1
1,B2 SH,SHANKLE,2858,69.72,0.702,-19.0,38.6,1.5,1,0.971
0,B2 SH,SHANKLE,2859,78.06,0.668,-13.9,28.955,2.4,1,0.912
0,B2 SH,SHANKLE,2859.5,78.18,0.643,-7.2,21.33,3.0,1,0.882
0,B2 SH,SHANKLE,2860,78.8,0.638,0.8,12.435,3.1,1,0.853
0,B2 SH,SHANKLE,2860.5,73.13,0.667,2.6,9.145,3.3,1,0.824
0,B2 SH,SHANKLE,2861,66.19,0.7,3.0,8.185,3.3,1,0.794
0,B2 SH,SHANKLE,2861.5,67.14,0.727,3.8,8.49,3.3,1,0.765
0,B2 SH,SHANKLE,2862,66.86,0.746,6.2,9.41,3.2,1,0.735
0,B2 SH,SHANKLE,2862.5,67.83,0.747,8.8,10.57,3.1,1,0.706
0,B2 SH,SHANKLE,2863,66.01,0.726,10.4,11.44,3.2,1,0.676
0,B2 SH,SHANKLE,2863.5,63.89,0.698,10.4,11.56,3.2,1,0.647
0,B2 SH,SHANKLE,2864,62.15,0.67,9.0,11.04,3.5,1,0.618
0,B2 SH,SHANKLE,2864.5,63.38,0.637,9.2,10.57,3.5,1,0.588
0,B2 SH,SHANKLE,2865,62.83,0.617,9.6,10.765,3.6,1,0.559
0,B2 SH,SHANKLE,2865.5,62.75,0.616,11.2,10.75,3.6,1,0.529
0,B2 SH,SHANKLE,2866,59.66,0.617,11.2,10.465,3.8,1,0.5
0,B2 SH,SHANKLE,2866.5,67.99,0.625,14.3,11.855,3.7,1,0.471
0,B2 SH,SHANKLE,2867,67.75,0.645,13.2,18.745,2.9,1,0.441
1,B2 SH,SHANKLE,2867.5,76.63,0.676,1.3,28.06,2.5,1,0.412
1,B2 SH,SHANKLE,2868,78.56,0.705,-6.0,27.415,2.0,1,0.382
1,B2 SH,SHANKLE,2868.5,69.82,0.736,-11.1,21.085,2.8,1,0.353
0,B2 SH,SHANKLE,2869,63.21,0.767,0.3,9.5,3.5,1,0.324
0,B2 SH,SHANKLE,2869.5,56.18,0.799,2.0,5.64,3.6,1,0.294
0,B2 SH,SHANKLE,2870,60.86,0.798,2.6,6.47,3.5,1,0.176
0,B2 SH,SHANKLE,2870.5,67.52,0.712,5.3,9.15,3.2,1,0.147
0,B2 SH,SHANKLE,2871,68.79,0.619,11.5,17.22,2.8,1,0.118
1,B2 SH,SHANKLE,2871.5,76.18,0.54,1.2,32.92,2.4,1,0.088
1,B2 SH,SHANKLE,2872,74.5,0.486,-2.1,38.485,2.2,1,0.059
1,B2 SH,SHANKLE,2872.5,63.06,0.464,-4.1,36.14,2.5,1,0.029
1,B3 SH,SHANKLE,2876.5,60.36,0.793,9.5,9.275,3.4,1,1
1,B3 SH,SHANKLE,2877,79.94,0.804,12.1,10.99,3.3,1,0.977
1,B3 SH,SHANKLE,2877.5,81.32,0.779,13.0,11.5,3.5,1,0.955
1,B3 SH,SHANKLE,2878,80.39,0.738,10.7,10.86,3.5,1,0.932
1,B3 SH,SHANKLE,2878.5,77.93,0.702,8.6,10.29,3.4,1,0.909
1,B3 SH,SHANKLE,2879,75.73,0.679,6.8,9.89,3.3,1,0.886
0,B3 SH,SHANKLE,2879.5,66,0.669,6.5,9.98,3.3,1,0.864
0,B3 SH,SHANKLE,2880,74.79,0.666,5.8,9.985,3.5,1,0.841
0,B3 SH,SHANKLE,2880.5,64.77,0.665,4.6,9.89,3.6,1,0.818
0,B3 SH,SHANKLE,2881,62.9,0.659,3.9,10.335,3.5,1,0.795
0,B3 SH,SHANKLE,2881.5,64.65,0.646,4.8,11.02,3.3,1,0.773
0,B3 SH,SHANKLE,2882,63.61,0.625,6.2,11.625,3.0,1,0.75
1,B3 SH,SHANKLE,2882.5,79.7,0.591,6.8,11.865,2.8,1,0.727
1,B3 SH,SHANKLE,2883,80.43,0.544,6.1,11.935,2.8,1,0.705
1,B3 SH,SHANKLE,2883.5,78.5,0.498,7.3,12.61,2.7,1,0.682
0,B3 SH,SHANKLE,2884,67.3,0.456,8.3,14.11,2.7,1,0.659
0,B3 SH,SHANKLE,2884.5,64.18,0.418,7.6,15.635,2.7,1,0.636
0,B3 SH,SHANKLE,2885,55.59,0.387,6.5,16.275,2.6,1,0.614
0,B3 SH,SHANKLE,2885.5,61.6,0.362,5.1,16.055,2.7,1,0.591
0,B3 SH,SHANKLE,2886,59.33,0.346,5.8,15.965,2.7,1,0.568
0,B3 SH,SHANKLE,2886.5,63.11,0.348,6.4,15.65,2.8,1,0.545
0,B3 SH,SHANKLE,2887,62.47,0.358,7.7,15.31,3.0,1,0.523
0,B3 SH,SHANKLE,2887.5,69.97,0.358,7.7,14.55,3.1,1,0.5
0,B3 SH,SHANKLE,2888,71.32,0.358,8.0,14.36,3.3,1,0.477
0,B3 SH,SHANKLE,2888.5,71.32,0.358,8.0,14.36,3.3,1,0.477
0,B3 SH,SHANKLE,2889,72.08,0.358,8.6,14.54,3.1,1,0.455
0,B3 SH,SHANKLE,2889.5,72.65,0.356,9.8,15.115,2.9,1,0.432
0,B3 SH,SHANKLE,2890,69.38,0.354,8.1,15.995,2.7,1,0.409
0,B3 SH,SHANKLE,2890.5,63.68,0.348,5.7,17.015,2.7,1,0.386
0,B3 SH,SHANKLE,2891,63.96,0.328,5.1,17.755,2.6,1,0.364
0,B3 SH,SHANKLE,2891.5,61.06,0.305,4.9,18.465,2.6,1,0.341
0,B3 SH,SHANKLE,2892,68.77,0.286,5.3,19.315,2.5,1,0.318
0,B3 SH,SHANKLE,2892.5,69.94,0.274,5.0,20.22,2.6,1,0.295
0,B3 SH,SHANKLE,2895.5,83.41,0.367,5.6,14.845,3.0,1,0.159
1,B3 SH,SHANKLE,2896,85.63,0.386,7.6,14.515,2.6,1,0.136
1,B3 SH,SHANKLE,2896.5,88.6,0.412,5.2,18.02,2.5,1,0.114
1,B3 SH,SHANKLE,2897,81.3,0.453,-5.5,25.095,2.2,1,0.091
1,B3 SH,SHANKLE,2897.5,81.46,0.505,-12.1,35.24,2.0,1,0.068
0,B4 SH,SHANKLE,2899.5,67.06,0.607,-13.2,25.315,3.2,1,0.979
0,B4 SH,SHANKLE,2900,63.21,0.607,-0.6,16.415,3.1,1,0.958
0,B4 SH,SHANKLE,2900.5,62.1,0.607,0.7,15.25,2.9,1,0.938
0,B4 SH,SHANKLE,2917,63.11,0.243,5.9,18.435,2.8,1,0.25
0,B4 SH,SHANKLE,2917.5,63.11,0.243,5.9,18.435,2.8,1,0.25
0,B4 SH,SHANKLE,2918,68.73,0.236,4.7,18.565,2.8,1,0.229
0,B4 SH,SHANKLE,2918.5,68.82,0.243,3.7,18.135,3.0,1,0.208
0,B4 SH,SHANKLE,2919,63.27,0.258,3.9,16.665,3.1,1,0.188
0,B4 SH,SHANKLE,2919.5,63.95,0.279,5.0,15.155,3.3,1,0.167
0,B4 SH,SHANKLE,2920,73.72,0.301,7.0,13.77,3.2,1,0.146
0,B4 SH,SHANKLE,2920.5,70.47,0.324,8.1,14.83,2.4,1,0.125
1,B4 SH,SHANKLE,2921,78.62,0.354,0.5,24.675,2.1,1,0.104
1,B4 SH,SHANKLE,2921.5,81.91,0.398,-9.6,35.2,1.9,1,0.083
1,B4 SH,SHANKLE,2922,77.68,0.459,-6.8,44.645,1.9,1,0.063
1,B4 SH,SHANKLE,2922.5,74.51,0.538,-7.4,51.805,2.0,1,0.042
1,B4 SH,SHANKLE,2923,66.9,0.605,-13.0,46.795,2.0,1,0.021
1,B5 SH,SHANKLE,2927,37.82,0.722,-0.1,19.085,2.2,1,1
1,B5 SH,SHANKLE,2930,79.36,0.47,-6.0,35.77,2.4,1,0.45
1,B5 SH,SHANKLE,2930.5,78.41,0.468,-6.4,33.73,2.6,1,0.4
1,B5 SH,SHANKLE,2931,70,0.453,-8.4,31.445,2.6,1,0.35
1,B5 SH,SHANKLE,2931.5,67.67,0.43,-9.9,31.45,2.7,1,0.3
1,B5 SH,SHANKLE,2932,67.38,0.391,-7.6,30.565,2.6,1,0.25
1,B5 SH,SHANKLE,2932.5,70.08,0.34,-2.9,33.215,2.5,1,0.2
1,B5 SH,SHANKLE,2933,72.4,0.29,-0.2,39.915,2.3,1,0.15
1,B5 SH,SHANKLE,2933.5,70.73,0.241,-4.0,41.445,2.3,1,0.1
1,B5 SH,SHANKLE,2934,65.14,0.193,-1.9,37.005,2.6,1,0.05
1,C SH,SHANKLE,2946,149.65,0.711,-5.9,24.32,2.3,1,1
1,C SH,SHANKLE,2948,75.83,0.571,-9.4,34.61,2.8,1,0.93
1,C SH,SHANKLE,2948.5,66.28,0.56,2.5,28.99,2.7,1,0.912
1,C SH,SHANKLE,2949,69.44,0.567,-0.2,27.455,2.6,1,0.895
1,C SH,SHANKLE,2949.5,69.67,0.584,-1.6,24.68,2.6,1,0.877
1,C SH,SHANKLE,2950,72.32,0.609,-2.1,21.265,2.9,1,0.86
1,C SH,SHANKLE,2950.5,72.26,0.634,5.3,16.795,3.2,1,0.842
1,C SH,SHANKLE,2951,66.6,0.652,8.9,13.99,3.3,1,0.825
1,C SH,SHANKLE,2951.5,66.67,0.659,10.7,14.42,3.2,1,0.807
