DeltaPHI,DeltaPHI_diff,Depth,Facies,Formation,GR,GR_diff,ILD_log10,ILD_log10_diff,NM_M,NM_M_diff,PE,PE_diff,PHIND,PHIND_diff,RELPOS,RELPOS_diff,Well Name
4.3,-0.6000000000000005,2964.0,8,B1 LM,40.03,0.490000000000002,0.868,-0.04600000000000004,2,0,3.7250139232673263,0.0,4.76,-0.8799999999999999,0.23800000000000002,-0.048000000000000015,ALEXANDER D
4.2,-0.09999999999999964,2964.5,8,B1 LM,41.75,1.7199999999999989,0.8270000000000001,-0.040999999999999925,2,0,3.7250139232673263,0.0,4.53,-0.22999999999999954,0.19,-0.048000000000000015,ALEXANDER D
4.2,0.0,2965.0,8,B1 LM,44.91,3.1599999999999966,0.785,-0.04200000000000004,2,0,3.7250139232673263,0.0,4.57,0.040000000000000036,0.14300000000000002,-0.046999999999999986,ALEXANDER D
4.3,0.09999999999999964,2965.5,8,B1 LM,58.36,13.450000000000003,0.741,-0.04400000000000004,2,0,3.7250139232673263,0.0,4.625,0.054999999999999716,0.095,-0.048000000000000015,ALEXANDER D
4.5,0.20000000000000018,2966.0,4,B1 LM,71.82,13.459999999999994,0.716,-0.025000000000000022,2,0,3.7250139232673263,0.0,5.065,0.4400000000000004,0.048,-0.047,ALEXANDER D
7.0,2.5,2966.5,3,B2 SH,81.13,9.310000000000002,0.6970000000000001,-0.018999999999999906,1,-1,3.7250139232673263,0.0,7.925,2.8599999999999994,1.0,0.952,ALEXANDER D
9.6,2.5999999999999996,2967.0,3,B2 SH,88.32,7.189999999999998,0.68,-0.017000000000000015,1,0,3.7250139232673263,0.0,11.79,3.8649999999999993,0.9570000000000001,-0.04299999999999993,ALEXANDER D
7.7,-1.8999999999999995,2967.5,3,B2 SH,90.49,2.1700000000000017,0.6629999999999999,-0.017000000000000126,1,0,3.7250139232673263,0.0,13.675,1.8850000000000016,0.9129999999999999,-0.04400000000000015,ALEXANDER D
7.0,-0.7000000000000002,2968.0,3,B2 SH,90.26,-0.22999999999998977,0.638,-0.02499999999999991,1,0,3.7250139232673263,0.0,14.01,0.3349999999999991,0.87,-0.04299999999999993,ALEXANDER D
6.9,-0.09999999999999964,2968.5,3,B2 SH,89.38,-0.8800000000000097,0.61,-0.028000000000000025,1,0,3.7250139232673263,0.0,13.45,-0.5600000000000005,0.826,-0.04400000000000004,ALEXANDER D
8.6,1.6999999999999993,2969.0,3,B2 SH,88.92,-0.45999999999999375,0.561,-0.04899999999999993,1,0,3.7250139232673263,0.0,12.73,-0.7199999999999989,0.7829999999999999,-0.04300000000000004,ALEXANDER D
9.8,1.200000000000001,2969.5,3,B2 SH,89.37,0.45000000000000284,0.5,-0.061000000000000054,1,0,3.7250139232673263,0.0,12.52,-0.21000000000000085,0.7390000000000001,-0.04399999999999982,ALEXANDER D
9.4,-0.40000000000000036,2970.0,3,B2 SH,92.6,3.2299999999999898,0.418,-0.08200000000000002,1,0,3.7250139232673263,0.0,13.625,1.1050000000000004,0.696,-0.04300000000000015,ALEXANDER D
10.2,0.7999999999999989,2970.5,3,B2 SH,101.17,8.570000000000007,0.384,-0.033999999999999975,1,0,3.7250139232673263,0.0,14.655,1.0299999999999994,0.652,-0.04399999999999993,ALEXANDER D
12.7,2.5,2971.0,3,B2 SH,110.95,9.780000000000001,0.35200000000000004,-0.03199999999999997,1,0,3.7250139232673263,0.0,16.07,1.415000000000001,0.609,-0.04300000000000004,ALEXANDER D
16.5,3.8000000000000007,2971.5,3,B2 SH,112.65,1.7000000000000028,0.344,-0.008000000000000063,1,0,3.7250139232673263,0.0,18.115,2.044999999999998,0.565,-0.04400000000000004,ALEXANDER D
15.5,-1.0,2972.0,3,B2 SH,113.04,0.39000000000000057,0.37799999999999995,0.033999999999999975,1,0,3.7250139232673263,0.0,19.145,1.0300000000000011,0.522,-0.04299999999999993,ALEXANDER D
8.1,-7.4,2972.5,3,B2 SH,112.5,-0.5400000000000063,0.413,0.03500000000000003,1,0,3.7250139232673263,0.0,22.875,3.7300000000000004,0.478,-0.04400000000000004,ALEXANDER D
6.5,-1.5999999999999996,2973.0,3,B2 SH,109.7,-2.799999999999997,0.449,0.03600000000000003,1,0,3.7250139232673263,0.0,22.745,-0.129999999999999,0.435,-0.04299999999999998,ALEXANDER D
6.4,-0.09999999999999964,2973.5,3,B2 SH,105.04,-4.659999999999997,0.473,0.023999999999999966,1,0,3.7250139232673263,0.0,22.595,-0.15000000000000213,0.391,-0.043999999999999984,ALEXANDER D
6.3,-0.10000000000000053,2974.0,3,B2 SH,98.57,-6.470000000000013,0.49700000000000005,0.024000000000000077,1,0,3.7250139232673263,0.0,22.305,-0.28999999999999915,0.348,-0.04300000000000004,ALEXANDER D
5.3,-1.0,2974.5,3,B2 SH,88.41,-10.159999999999997,0.509,0.011999999999999955,1,0,3.7250139232673263,0.0,18.38,-3.9250000000000007,0.304,-0.043999999999999984,ALEXANDER D
4.0,-1.2999999999999998,2975.0,2,B2 SH,81.26,-7.1499999999999915,0.519,0.010000000000000009,1,0,3.7250139232673263,0.0,15.185,-3.1949999999999985,0.261,-0.04299999999999998,ALEXANDER D
2.7,-1.2999999999999998,2975.5,2,B2 SH,77.18,-4.079999999999998,0.521,0.0020000000000000018,1,0,3.7250139232673263,0.0,14.155,-1.0300000000000011,0.217,-0.04400000000000001,ALEXANDER D
0.1,-2.6,2976.0,2,B2 SH,73.22,-3.960000000000008,0.524,0.0030000000000000027,1,0,3.7250139232673263,0.0,13.19,-0.9649999999999999,0.174,-0.04300000000000001,ALEXANDER D
-4.4,-4.5,2976.5,2,B2 SH,69.67,-3.549999999999997,0.56,0.03600000000000003,1,0,3.7250139232673263,0.0,15.205,2.0150000000000006,0.13,-0.043999999999999984,ALEXANDER D
-4.7,-0.2999999999999998,2977.0,3,B2 SH,64.08,-5.590000000000003,0.618,0.05799999999999994,1,0,3.7250139232673263,0.0,20.42,5.215000000000002,0.087,-0.04300000000000001,ALEXANDER D
-1.4,3.3000000000000003,2977.5,3,B2 SH,58.49,-5.589999999999996,0.679,0.061000000000000054,1,0,3.7250139232673263,0.0,20.12,-0.3000000000000007,0.043,-0.044,ALEXANDER D
1.4,2.8,2978.0,5,B2 LM,37.39,-21.1,0.728,0.04899999999999993,2,1,3.7250139232673263,0.0,11.565,-8.555000000000001,1.0,0.957,ALEXANDER D
1.2,-0.19999999999999996,2978.5,5,B2 LM,15.38,-22.009999999999998,0.759,0.031000000000000028,2,0,3.7250139232673263,0.0,11.245,-0.3200000000000003,0.95,-0.050000000000000044,ALEXANDER D
1.7,0.5,2979.0,8,B2 LM,13.87,-1.5100000000000016,0.769,0.010000000000000009,2,0,3.7250139232673263,0.0,10.85,-0.3949999999999996,0.9,-0.04999999999999993,ALEXANDER D
3.3,1.5999999999999999,2979.5,8,B2 LM,13.94,0.07000000000000028,0.7709999999999999,0.0019999999999998908,2,0,3.7250139232673263,0.0,9.9,-0.9499999999999993,0.85,-0.050000000000000044,ALEXANDER D
3.2,-0.09999999999999964,2980.0,8,B2 LM,15.34,1.4000000000000004,0.7709999999999999,0.0,2,0,3.7250139232673263,0.0,9.74,-0.16000000000000014,0.8,-0.04999999999999993,ALEXANDER D
2.8,-0.40000000000000036,2980.5,8,B2 LM,18.94,3.6000000000000014,0.769,-0.0019999999999998908,2,0,3.7250139232673263,0.0,9.505,-0.23499999999999943,0.75,-0.050000000000000044,ALEXANDER D
1.4,-1.4,2981.0,8,B2 LM,21.24,2.299999999999997,0.764,-0.0050000000000000044,2,0,3.7250139232673263,0.0,9.565,0.05999999999999872,0.7,-0.050000000000000044,ALEXANDER D
0.6,-0.7999999999999999,2981.5,8,B2 LM,22.62,1.3800000000000026,0.764,0.0,2,0,3.7250139232673263,0.0,9.815,0.25,0.65,-0.04999999999999993,ALEXANDER D
0.6,0.0,2982.0,8,B2 LM,21.9,-0.7200000000000024,0.77,0.006000000000000005,2,0,3.7250139232673263,0.0,9.76,-0.054999999999999716,0.6,-0.050000000000000044,ALEXANDER D
0.6,0.0,2982.5,8,B2 LM,21.67,-0.22999999999999687,0.8059999999999999,0.03599999999999992,2,0,3.7250139232673263,0.0,9.64,-0.11999999999999922,0.55,-0.04999999999999993,ALEXANDER D
0.3,-0.3,2983.0,8,B2 LM,21.78,0.10999999999999943,0.857,0.051000000000000045,2,0,3.7250139232673263,0.0,9.21,-0.4299999999999997,0.5,-0.050000000000000044,ALEXANDER D
0.7,0.39999999999999997,2983.5,8,B2 LM,22.17,0.39000000000000057,0.885,0.028000000000000025,2,0,3.7250139232673263,0.0,8.565,-0.6450000000000014,0.45,-0.04999999999999999,ALEXANDER D
0.8,0.10000000000000009,2984.0,8,B2 LM,22.56,0.389999999999997,0.9059999999999999,0.020999999999999908,2,0,3.7250139232673263,0.0,7.955,-0.6099999999999994,0.4,-0.04999999999999999,ALEXANDER D
1.0,0.19999999999999996,2984.5,8,B2 LM,23.93,1.370000000000001,0.915,0.009000000000000119,2,0,3.7250139232673263,0.0,7.5,-0.45500000000000007,0.35,-0.050000000000000044,ALEXANDER D
0.9,-0.09999999999999998,2985.0,8,B2 LM,27.17,3.240000000000002,0.91,-0.0050000000000000044,2,0,3.7250139232673263,0.0,7.26,-0.2400000000000002,0.3,-0.04999999999999999,ALEXANDER D
0.5,-0.4,2985.5,8,B2 LM,31.22,4.049999999999997,0.851,-0.05900000000000005,2,0,3.7250139232673263,0.0,7.01,-0.25,0.25,-0.04999999999999999,ALEXANDER D
-0.1,-0.6,2986.0,8,B2 LM,37.79,6.57,0.785,-0.06599999999999995,2,0,3.7250139232673263,0.0,7.075,0.06500000000000039,0.2,-0.04999999999999999,ALEXANDER D
-0.2,-0.1,2986.5,6,B2 LM,51.83,14.04,0.672,-0.11299999999999999,2,0,3.7250139232673263,0.0,7.25,0.17499999999999982,0.15,-0.05000000000000002,ALEXANDER D
4.5,4.7,2987.0,6,B2 LM,69.13,17.299999999999997,0.534,-0.138,2,0,3.7250139232673263,0.0,9.81,2.5600000000000005,0.1,-0.04999999999999999,ALEXANDER D
9.1,4.6,2987.5,8,B2 LM,87.71,18.58,0.391,-0.14300000000000002,2,0,3.7250139232673263,0.0,12.365,2.5549999999999997,0.05,-0.05,ALEXANDER D
8.8,-0.29999999999999893,2988.0,3,B3 SH,94.42,6.710000000000008,0.33,-0.061,1,-1,3.7250139232673263,0.0,18.165,5.799999999999999,1.0,0.95,ALEXANDER D
5.9,-2.9000000000000004,2988.5,3,B3 SH,100.7,6.280000000000001,0.31,-0.020000000000000018,1,0,3.7250139232673263,0.0,23.165,5.0,0.963,-0.03700000000000003,ALEXANDER D
7.3,1.3999999999999995,2989.0,3,B3 SH,103.11,2.4099999999999966,0.292,-0.018000000000000016,1,0,3.7250139232673263,0.0,22.76,-0.4049999999999976,0.9259999999999999,-0.03700000000000003,ALEXANDER D
6.4,-0.8999999999999995,2989.5,3,B3 SH,104.14,1.0300000000000011,0.312,0.020000000000000018,1,0,3.7250139232673263,0.0,21.565,-1.1950000000000003,0.889,-0.03699999999999992,ALEXANDER D
5.0,-1.4000000000000004,2990.0,3,B3 SH,102.97,-1.1700000000000017,0.324,0.01200000000000001,1,0,3.7250139232673263,0.0,20.26,-1.3049999999999997,0.852,-0.03700000000000003,ALEXANDER D
4.1,-0.9000000000000004,2990.5,3,B3 SH,99.0,-3.969999999999999,0.34600000000000003,0.02200000000000002,1,0,3.7250139232673263,0.0,19.565,-0.6950000000000003,0.815,-0.03700000000000003,ALEXANDER D
3.5,-0.5999999999999996,2991.0,3,B3 SH,96.66,-2.3400000000000034,0.369,0.022999999999999965,1,0,3.7250139232673263,0.0,19.015,-0.5500000000000007,0.778,-0.03699999999999992,ALEXANDER D
9.2,5.699999999999999,2991.5,3,B3 SH,94.79,-1.8699999999999903,0.39299999999999996,0.023999999999999966,1,0,3.7250139232673263,0.0,15.415,-3.6000000000000014,0.741,-0.03700000000000003,ALEXANDER D
7.9,-1.299999999999999,2992.0,2,B3 SH,82.52,-12.27000000000001,0.428,0.03500000000000003,1,0,3.7250139232673263,0.0,15.64,0.22500000000000142,0.7040000000000001,-0.03699999999999992,ALEXANDER D
2.6,-5.300000000000001,2992.5,2,B3 SH,77.61,-4.909999999999997,0.456,0.028000000000000025,1,0,3.7250139232673263,0.0,13.58,-2.0600000000000005,0.667,-0.03700000000000003,ALEXANDER D
2.7,0.10000000000000009,2993.0,2,B3 SH,75.55,-2.0600000000000023,0.494,0.03799999999999998,1,0,3.7250139232673263,0.0,12.0,-1.58,0.63,-0.03700000000000003,ALEXANDER D
3.5,0.7999999999999998,2993.5,2,B3 SH,74.77,-0.7800000000000011,0.537,0.04300000000000004,1,0,3.7250139232673263,0.0,11.51,-0.4900000000000002,0.593,-0.03700000000000003,ALEXANDER D
5.2,1.7000000000000002,2994.0,2,B3 SH,76.3,1.5300000000000011,0.569,0.03199999999999992,1,0,3.7250139232673263,0.0,12.03,0.5199999999999996,0.556,-0.03699999999999992,ALEXANDER D
4.8,-0.40000000000000036,2994.5,2,B3 SH,79.38,3.0799999999999983,0.606,0.03700000000000003,1,0,3.7250139232673263,0.0,13.775,1.745000000000001,0.519,-0.03700000000000003,ALEXANDER D
4.4,-0.39999999999999947,2995.0,2,B3 SH,80.76,1.3800000000000097,0.638,0.03200000000000003,1,0,3.7250139232673263,0.0,14.53,0.754999999999999,0.48100000000000004,-0.03799999999999998,ALEXANDER D
4.2,-0.20000000000000018,2995.5,2,B3 SH,80.75,-0.010000000000005116,0.655,0.017000000000000015,1,0,3.7250139232673263,0.0,13.82,-0.7099999999999991,0.444,-0.03700000000000003,ALEXANDER D
4.0,-0.20000000000000018,2996.0,2,B3 SH,78.97,-1.7800000000000011,0.67,0.015000000000000013,1,0,3.7250139232673263,0.0,11.185,-2.635,0.40700000000000003,-0.03699999999999998,ALEXANDER D
4.2,0.20000000000000018,2996.5,2,B3 SH,74.62,-4.349999999999994,0.6609999999999999,-0.009000000000000119,1,0,3.7250139232673263,0.0,10.615,-0.5700000000000003,0.37,-0.03700000000000003,ALEXANDER D
3.7,-0.5,2997.0,2,B3 SH,72.21,-2.410000000000011,0.643,-0.017999999999999905,1,0,3.7250139232673263,0.0,10.69,0.07499999999999929,0.33299999999999996,-0.03700000000000003,ALEXANDER D
2.6,-1.1,2997.5,2,B3 SH,72.65,0.44000000000001194,0.624,-0.019000000000000017,1,0,3.7250139232673263,0.0,11.085,0.39500000000000135,0.29600000000000004,-0.03699999999999992,ALEXANDER D
2.9,0.2999999999999998,2998.0,2,B3 SH,78.02,5.36999999999999,0.604,-0.020000000000000018,1,0,3.7250139232673263,0.0,11.185,0.09999999999999964,0.259,-0.03700000000000003,ALEXANDER D
5.3,2.4,2998.5,2,B3 SH,83.45,5.430000000000007,0.589,-0.015000000000000013,1,0,3.7250139232673263,0.0,11.95,0.7649999999999988,0.222,-0.037000000000000005,ALEXANDER D
7.1,1.7999999999999998,2999.0,2,B3 SH,84.37,0.9200000000000017,0.5710000000000001,-0.017999999999999905,1,0,3.7250139232673263,0.0,12.69,0.7400000000000002,0.185,-0.037000000000000005,ALEXANDER D
8.1,1.0,2999.5,2,B3 SH,76.3,-8.070000000000007,0.563,-0.008000000000000118,1,0,3.7250139232673263,0.0,12.975,0.28500000000000014,0.14800000000000002,-0.03699999999999998,ALEXANDER D
9.0,0.9000000000000004,3000.0,3,B3 SH,67.17,-9.129999999999995,0.616,0.05300000000000005,1,0,3.7250139232673263,0.0,13.23,0.2550000000000008,0.111,-0.03700000000000002,ALEXANDER D
9.3,0.3000000000000007,3000.5,3,B3 SH,58.04,-9.130000000000003,0.69,0.07399999999999995,1,0,3.7250139232673263,0.0,12.135,-1.0950000000000006,0.07400000000000001,-0.03699999999999999,ALEXANDER D
8.3,-1.0,3001.0,3,B3 SH,47.67,-10.369999999999997,0.7490000000000001,0.05900000000000016,1,0,3.7250139232673263,0.0,9.755,-2.379999999999999,0.037000000000000005,-0.037000000000000005,ALEXANDER D
5.0,-3.3000000000000007,3001.5,3,B3 SH,36.2,-11.469999999999999,0.787,0.03799999999999992,1,0,3.7250139232673263,0.0,8.545,-1.2100000000000009,0.0,-0.037000000000000005,ALEXANDER D
5.0,0.0,3002.0,8,B3 LM,36.2,0.0,0.787,0.0,2,1,3.7250139232673263,0.0,8.545,0.0,1.0,1.0,ALEXANDER D
2.3,-2.7,3002.5,8,B3 LM,33.43,-2.770000000000003,0.8029999999999999,0.015999999999999903,2,0,3.7250139232673263,0.0,8.365,-0.17999999999999972,0.667,-0.33299999999999996,ALEXANDER D
2.2,-0.09999999999999964,3003.0,8,B3 LM,34.13,0.7000000000000028,0.797,-0.005999999999999894,2,0,3.7250139232673263,0.0,8.58,0.21499999999999986,0.33299999999999996,-0.3340000000000001,ALEXANDER D
5.1,2.8999999999999995,3003.5,2,B4 SH,38.89,4.759999999999998,0.784,-0.013000000000000012,1,-1,3.7250139232673263,0.0,8.17,-0.41000000000000014,1.0,0.667,ALEXANDER D
5.6,0.5,3004.0,2,B4 SH,50.61,11.719999999999999,0.7659999999999999,-0.018000000000000127,1,0,3.7250139232673263,0.0,7.995,-0.17499999999999982,0.958,-0.04200000000000004,ALEXANDER D
5.1,-0.5,3004.5,2,B4 SH,59.35,8.740000000000002,0.747,-0.018999999999999906,1,0,3.7250139232673263,0.0,8.205,0.20999999999999996,0.917,-0.040999999999999925,ALEXANDER D
4.5,-0.5999999999999996,3005.0,2,B4 SH,64.74,5.3899999999999935,0.728,-0.019000000000000017,1,0,3.7250139232673263,0.0,8.505,0.3000000000000007,0.875,-0.04200000000000004,ALEXANDER D
4.0,-0.5,3005.5,2,B4 SH,71.24,6.5,0.7070000000000001,-0.020999999999999908,1,0,3.7250139232673263,0.0,8.925,0.41999999999999993,0.833,-0.04200000000000004,ALEXANDER D
4.3,0.2999999999999998,3006.0,2,B4 SH,72.62,1.3800000000000097,0.685,-0.02200000000000002,1,0,3.7250139232673263,0.0,9.675,0.75,0.792,-0.040999999999999925,ALEXANDER D
4.8,0.5,3006.5,2,B4 SH,77.63,5.009999999999991,0.6609999999999999,-0.024000000000000132,1,0,3.7250139232673263,0.0,10.675,1.0,0.75,-0.04200000000000004,ALEXANDER D
4.8,0.0,3007.0,2,B4 SH,84.78,7.150000000000006,0.617,-0.04399999999999993,1,0,3.7250139232673263,0.0,11.425,0.75,0.708,-0.04200000000000004,ALEXANDER D
5.0,0.20000000000000018,3007.5,2,B4 SH,88.14,3.3599999999999994,0.589,-0.028000000000000025,1,0,3.7250139232673263,0.0,11.935,0.5099999999999998,0.667,-0.040999999999999925,ALEXANDER D
5.3,0.2999999999999998,3008.0,2,B4 SH,89.78,1.6400000000000006,0.5539999999999999,-0.03500000000000003,1,0,3.7250139232673263,0.0,12.21,0.27500000000000036,0.625,-0.04200000000000004,ALEXANDER D
4.8,-0.5,3008.5,2,B4 SH,86.7,-3.0799999999999983,0.52,-0.03399999999999992,1,0,3.7250139232673263,0.0,11.29,-0.9200000000000017,0.583,-0.04200000000000004,ALEXANDER D
4.9,0.10000000000000053,3009.0,2,B4 SH,78.2,-8.5,0.493,-0.027000000000000024,1,0,3.7250139232673263,0.0,10.755,-0.5349999999999984,0.542,-0.040999999999999925,ALEXANDER D
4.4,-0.5,3009.5,2,B4 SH,73.68,-4.519999999999996,0.47,-0.02300000000000002,1,0,3.7250139232673263,0.0,10.79,0.034999999999998366,0.5,-0.04200000000000004,ALEXANDER D
3.7,-0.7000000000000002,3010.0,2,B4 SH,72.57,-1.1100000000000136,0.456,-0.013999999999999957,1,0,3.7250139232673263,0.0,11.08,0.2900000000000009,0.45799999999999996,-0.04200000000000004,ALEXANDER D
3.5,-0.20000000000000018,3010.5,2,B4 SH,77.21,4.640000000000001,0.444,-0.01200000000000001,1,0,3.7250139232673263,0.0,11.495,0.41499999999999915,0.41700000000000004,-0.040999999999999925,ALEXANDER D
3.6,0.10000000000000009,3011.0,2,B4 SH,81.84,4.63000000000001,0.444,0.0,1,0,3.7250139232673263,0.0,11.985,0.4900000000000002,0.375,-0.04200000000000004,ALEXANDER D
4.0,0.3999999999999999,3011.5,2,B4 SH,83.79,1.9500000000000028,0.43799999999999994,-0.006000000000000061,1,0,3.7250139232673263,0.0,12.38,0.39500000000000135,0.33299999999999996,-0.04200000000000004,ALEXANDER D
4.3,0.2999999999999998,3012.0,2,B4 SH,84.57,0.7799999999999869,0.43799999999999994,0.0,1,0,3.7250139232673263,0.0,12.78,0.3999999999999986,0.292,-0.04099999999999998,ALEXANDER D
4.4,0.10000000000000053,3012.5,2,B4 SH,85.68,1.1100000000000136,0.431,-0.006999999999999951,1,0,3.7250139232673263,0.0,13.26,0.4800000000000004,0.25,-0.04199999999999998,ALEXANDER D
5.2,0.7999999999999998,3013.0,2,B4 SH,86.46,0.7799999999999869,0.431,0.0,1,0,3.7250139232673263,0.0,14.46,1.200000000000001,0.20800000000000002,-0.04199999999999998,ALEXANDER D
7.0,1.7999999999999998,3013.5,2,B4 SH,86.45,-0.009999999999990905,0.431,0.0,1,0,3.7250139232673263,0.0,16.615,2.1549999999999976,0.16699999999999998,-0.041000000000000036,ALEXANDER D
9.1,2.0999999999999996,3014.0,2,B4 SH,85.52,-0.9300000000000068,0.431,0.0,1,0,3.7250139232673263,0.0,17.94,1.3250000000000028,0.125,-0.04199999999999998,ALEXANDER D
9.3,0.20000000000000107,3014.5,2,B4 SH,65.56,-19.959999999999994,0.441,0.010000000000000009,1,0,3.7250139232673263,0.0,18.225,0.28500000000000014,0.083,-0.041999999999999996,ALEXANDER D
6.3,-3.000000000000001,3015.0,2,B4 SH,43.49,-22.07,0.5489999999999999,0.10799999999999993,1,0,3.7250139232673263,0.0,17.055,-1.1700000000000017,0.042,-0.041,ALEXANDER D
-0.1,-6.3999999999999995,3015.5,8,B4 LM,31.57,-11.920000000000002,0.617,0.06800000000000006,2,1,3.7250139232673263,0.0,14.37,-2.6850000000000005,1.0,0.958,ALEXANDER D
-2.3,-2.1999999999999997,3016.0,8,B4 LM,29.3,-2.2699999999999996,0.621,0.0040000000000000036,2,0,3.7250139232673263,0.0,13.62,-0.75,0.833,-0.16700000000000004,ALEXANDER D
-0.6,1.6999999999999997,3016.5,8,B4 LM,27.9,-1.4000000000000021,0.627,0.006000000000000005,2,0,3.7250139232673263,0.0,12.335,-1.2849999999999984,0.667,-0.16599999999999993,ALEXANDER D
1.3,1.9,3017.0,8,B4 LM,40.33,12.43,0.627,0.0,2,0,3.7250139232673263,0.0,11.47,-0.8650000000000002,0.5,-0.16700000000000004,ALEXANDER D
3.5,2.2,3017.5,8,B4 LM,54.83,14.5,0.627,0.0,2,0,3.7250139232673263,0.0,11.895,0.42499999999999893,0.33299999999999996,-0.16700000000000004,ALEXANDER D
12.1,8.6,3018.0,8,B4 LM,69.32,14.489999999999995,0.617,-0.010000000000000009,2,0,3.7250139232673263,0.0,16.105,4.210000000000001,0.16699999999999998,-0.16599999999999998,ALEXANDER D
14.4,2.3000000000000007,3018.5,3,B5 SH,83.21,13.89,0.594,-0.02300000000000002,1,-1,3.7250139232673263,0.0,19.345,3.2399999999999984,1.0,0.833,ALEXANDER D
13.3,-1.0999999999999996,3019.0,3,B5 SH,91.02,7.810000000000002,0.494,-0.09999999999999998,1,0,3.7250139232673263,0.0,21.48,2.1350000000000016,0.875,-0.125,ALEXANDER D
9.7,-3.6000000000000014,3019.5,3,B5 SH,95.68,4.660000000000011,0.37799999999999995,-0.11600000000000005,1,0,3.7250139232673263,0.0,22.44,0.9600000000000009,0.75,-0.125,ALEXANDER D
9.4,-0.29999999999999893,3020.0,3,B5 SH,98.58,2.8999999999999915,0.35600000000000004,-0.02199999999999991,1,0,3.7250139232673263,0.0,23.4,0.9599999999999973,0.625,-0.125,ALEXANDER D
11.6,2.1999999999999993,3020.5,3,B5 SH,97.21,-1.3700000000000045,0.33,-0.026000000000000023,1,0,3.7250139232673263,0.0,24.03,0.6300000000000026,0.5,-0.125,ALEXANDER D
12.9,1.3000000000000007,3021.0,3,B5 SH,94.91,-2.299999999999997,0.318,-0.01200000000000001,1,0,3.7250139232673263,0.0,23.59,-0.4400000000000013,0.375,-0.125,ALEXANDER D
12.3,-0.5999999999999996,3021.5,3,B5 SH,90.57,-4.340000000000003,0.312,-0.006000000000000005,1,0,3.7250139232673263,0.0,23.56,-0.030000000000001137,0.25,-0.125,ALEXANDER D
11.1,-1.200000000000001,3022.0,3,B5 SH,81.18,-9.389999999999986,0.324,0.01200000000000001,1,0,3.7250139232673263,0.0,23.74,0.17999999999999972,0.125,-0.125,ALEXANDER D
0.6,-10.5,3022.5,8,B5 LM,43.14,-38.040000000000006,0.34,0.016000000000000014,2,1,3.7250139232673263,0.0,16.815,-6.924999999999997,1.0,0.875,ALEXANDER D
4.2,3.6,3023.0,8,B5 LM,33.38,-9.759999999999998,0.36,0.019999999999999962,2,0,3.7250139232673263,0.0,15.15,-1.665000000000001,0.9670000000000001,-0.03299999999999992,ALEXANDER D
6.0,1.7999999999999998,3023.5,8,B5 LM,29.88,-3.5000000000000036,0.38,0.020000000000000018,2,0,3.7250139232673263,0.0,15.305,0.15499999999999936,0.9329999999999999,-0.03400000000000014,ALEXANDER D
6.6,0.5999999999999996,3024.0,8,B5 LM,28.03,-1.8499999999999979,0.354,-0.026000000000000023,2,0,3.7250139232673263,0.0,15.51,0.20500000000000007,0.9,-0.03299999999999992,ALEXANDER D
6.5,-0.09999999999999964,3024.5,8,B5 LM,27.17,-0.8599999999999994,0.336,-0.01799999999999996,2,0,3.7250139232673263,0.0,15.77,0.2599999999999998,0.867,-0.03300000000000003,ALEXANDER D
4.1,-2.4000000000000004,3025.0,8,B5 LM,26.22,-0.9500000000000028,0.305,-0.031000000000000028,2,0,3.7250139232673263,0.0,17.315,1.5450000000000017,0.833,-0.03400000000000003,ALEXANDER D
3.0,-1.0999999999999996,3025.5,8,B5 LM,24.5,-1.7199999999999989,0.243,-0.062,2,0,3.7250139232673263,0.0,18.23,0.9149999999999991,0.8,-0.03299999999999992,ALEXANDER D
2.0,-1.0,3026.0,8,B5 LM,22.65,-1.8500000000000014,0.179,-0.064,2,0,3.7250139232673263,0.0,18.72,0.48999999999999844,0.767,-0.03300000000000003,ALEXANDER D
1.1,-0.8999999999999999,3026.5,8,B5 LM,19.4,-3.25,0.158,-0.02099999999999999,2,0,3.7250139232673263,0.0,18.76,0.0400000000000027,0.733,-0.03400000000000003,ALEXANDER D
-0.5,-1.6,3027.0,8,B5 LM,17.21,-2.1899999999999977,0.155,-0.0030000000000000027,2,0,3.7250139232673263,0.0,18.505,-0.25500000000000256,0.7,-0.03300000000000003,ALEXANDER D
-1.4,-0.8999999999999999,3027.5,8,B5 LM,14.82,-2.3900000000000006,0.158,0.0030000000000000027,2,0,3.7250139232673263,0.0,17.86,-0.6449999999999996,0.667,-0.03299999999999992,ALEXANDER D
-0.2,1.2,3028.0,8,B5 LM,13.34,-1.4800000000000004,0.17,0.01200000000000001,2,0,3.7250139232673263,0.0,16.15,-1.7100000000000009,0.633,-0.03400000000000003,ALEXANDER D
1.1,1.3,3028.5,8,B5 LM,14.37,1.0299999999999994,0.188,0.017999999999999988,2,0,3.7250139232673263,0.0,14.38,-1.7699999999999978,0.6,-0.03300000000000003,ALEXANDER D
1.7,0.5999999999999999,3029.0,8,B5 LM,16.58,2.209999999999999,0.23600000000000002,0.048000000000000015,2,0,3.7250139232673263,0.0,12.975,-1.4050000000000011,0.5670000000000001,-0.03299999999999992,ALEXANDER D
1.7,0.0,3029.5,8,B5 LM,19.36,2.780000000000001,0.342,0.10600000000000001,2,0,3.7250139232673263,0.0,11.93,-1.045,0.5329999999999999,-0.03400000000000014,ALEXANDER D
